sample,accession,G3:10 ,G2:4 ,G3:10-2 ,G3:11 ,S3:15 ,G3:11-2 ,S4:16 ,G2:5 ,Unknown ,G3:13 ,G3:14 ,G3:6 ,S4:17-2 ,S4:17 ,unknown ,S3:17-2 ,G3:7 ,G3:15-2 ,G3:15 ,S3:12 ,S4:23 ,S4:19-2 ,unknown-1 ,S4:19 ,S3:19 ,S3:18 ,S3:18-2 ,G3:16 ,G3:16-2 ,S3:19-2 ,G3:19 ,S4:20 ,S4:20-2 ,G3:19-2 ,Unknown-2 ,S4:21-3 ,S3:20-2 ,S4:21-2 ,S3:20-3 ,S3:20 ,S4:20-3 ,G3:18 ,S4:21 ,S4:21-4 ,S5:22 ,S4:22-2 ,S4:22 ,S3:21 ,S3:21-3 ,S3:21-2 ,S4:22-3 ,G4:21-3,S5:23 ,G4:21-2 ,S5:23-2 ,G4:21 ,S3:22 ,S5:24 ,S3:22-2 ,S4:23-2 ,S3:22-3 ,G4:22 ,G4:22-3,S3:22-4 ,S3:23 ,S4:24 ,G4:24 ,S2:22 ,G4:32 ,G4:24-2 ,S5:25 ,G4:23 ,G5:25 ,G4:23-2 ,G3:20-2 ,G3:20 ,S3:24 ,G3:21-2 ,G3:21 ,S1:27 ,G3:22 ,G3:22-3 ,G3:22-2 
50,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.111940299,0,0,0,0,38,0,0,0,0,0,33.12686567,0,114.3283582,8.425373134,0,0,0,0,124.0895522,0,0,0,0,139.1268657,0,0,0,698.1343284,0,11.91044776,11.91044776,0,103.2164179,392.7686567,74.74626866,32.91791045,84.20895522,0,0,0,167.9776119,10.52238806,180.0447761,41.34328358,0,0,265.8134328,0,0,0,128.2164179,615.0746269,0,657.6567164,95.34328358,0,0,0,0,0,0,0,4.828358209,6.589552239
51,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,25.69545455,0,0,0,0,0,19.60909091,0,0,1.986363636,0,9.645454545,0,0,0,0,0,0,0,0,186.7318182,0,0,549.6136364,0,1727.531818,0,0,0,0,424.4590909,401.0045455,0,150.8636364,975.3409091,0,0,0,0,261.3454545,1218.913636,133.0727273,408.7136364,135.0363636,0,0,0,232.4045455,2.918181818,116.3727273,17.98636364,0,0,266.2409091,69.5,0,2.822727273,239.4136364,877.1954545,0,908.8909091,71.15,0,0,0,0,0,0,0,5.072727273,2.154545455
91,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,33.96666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.24166667,0,0,263.6666667,0,530.1166667,0,0,0,0,47.83333333,80.91666667,0,0,482.4416667,3.591666667,0,0,0,25.425,215.4916667,27.425,0,27.425,0,0,0,0,24.575,49.83333333,17.84166667,0,0,74.01666667,10.99166667,3.491666667,2.775,33.69166667,215.8333333,0,288.1,32.63333333,0,0,0,0,0,0,0,3.916666667,3.916666667
92,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,39.70940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8034188,0,0,22.76923077,0,109.1196581,0,0,0,0,12.95726496,20.78632479,0,0,70.65811966,0,0,0,0,18.17948718,68.76923077,9.282051282,28.58119658,9.794871795,0,0,0,0,29.12820513,10.75213675,10.75213675,0,0,19.77777778,11.93162393,0,0,16.8974359,69.18803419,0,76.83760684,23.26495726,0,0,0,0,0,0,0,0,4.273504274
133,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,1.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.29017857,0,0,0,0,22.05357143,0,0,0,0,0,0,0,4.651785714,5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.102678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.891089109,6.841584158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,LA1718,0,23.71923077,0,0,227.4884615,0,0,63.44615385,0,0,0,48,0,0,0,0,94.5,0,0,0,0,46.80384615,0,49.63076923,0,0,0,0,0,0,2.111538462,4707.357692,159.2730769,3.711538462,0,0,60.76923077,15.14615385,0,202.2576923,202.2576923,0,0,0,0,0,2.930769231,1373.276923,428.3730769,427.6730769,0,0,0,0,0,0,273.5653846,47.69615385,3564.319231,0,3582.584615,0,0,4.038461538,0,1.707692308,0,0,2.034615385,0,0.623076923,0,9.092307692,0,0,10.00384615,59.93076923,14.55769231,1.484615385,0,0,97.07307692,78.01538462
78,LA1718,112.2643052,10.03814714,48.92098093,0,78.86920981,19.80108992,113.6702997,49.21798365,0,0,0,42.7520436,15.50953678,0,0,0,102.2506812,0,0,0,0,5.343324251,0,0,0,3.953678474,0,0,0,7.128065395,7.520435967,0,3599.073569,3.340599455,0,32.16621253,172.9700272,942.8174387,0,126.6839237,140.8964578,0,13.15258856,10.77929155,0,0,37.71934605,1645.877384,164.8501362,164.8501362,58.66757493,0,0,0,0,0,151.0381471,133.5286104,0,11.14168937,2386.972752,0,0,0.356948229,0,1.340599455,0,0.177111717,2.089918256,0,0,0,15.46321526,0,0,0,42.1880109,9.528610354,0.367847411,1.866485014,0,0,0.482288828
119,LA1718,0,61.45416667,0,0,457.2125,0,0,167.45,0,0,0,91.0625,0,0,0,0,199.0291667,0,71.09583333,0,0,0,0,0,0,0,0,0,0,12.91666667,17.6,0,71.6125,6.933333333,19.89166667,0,131.2833333,9.683333333,0,545.9875,675.4291667,0,0,0,0,0,0,4575.4,676.6375,676.6375,0,0,0,15.6125,0,15.6125,1139.945833,143.5625,4476.670833,0,6858.8375,0,0,0,0,0,0,0,3.258333333,0,0.3,0,0,0,0,0,92.34166667,25.64166667,0,0,0,0,0
120,LA1718,0,9.6,0,0,353.95,0,0,68.97272727,0,0,0,26.6,0,0,0,0,111.1454545,0,27.13636364,0,0,10.97727273,0,0,0,0,0,0,0,0,11.68181818,0,23.90454545,11.52272727,0,14.56818182,125.0727273,0,0,351.9136364,453.5090909,0,0,0,0,0,0,580.4909091,513.8454545,513.8454545,0,0,0,3.886363636,0,3.886363636,511.0772727,88.61818182,4839.359091,0,3949.477273,0,0,1.031818182,0,0,0,4.290909091,0.063636364,0,1.7,0,6.740909091,0,0,0,67.55,0,0,0,0,2.722727273,2.722727273
161,LA1718,0,70.2038835,0,0,516.5242718,0,0,92.26213592,0,0,0,205.2912621,0,0,0,0,167.7475728,0,10.08737864,0,0,154.3106796,0,0,0,0,0,0,0,0,0,13653.96117,0,15.7184466,0,0,56.03883495,45.33980583,0,740.2330097,690.0679612,0,0,0,0,0,0,0,1239.757282,1239.757282,0,0,0,0,0,0,2746.485437,44.14563107,2466.446602,0,6425.757282,0,0,4.86407767,0,0,0,0,6.45631068,0,9.553398058,0,0,0,0,19.53398058,211.4174757,0,0,0,0,148.9223301,273.0776699
162,LA1718,0,299.7986111,0,0,870.4722222,0,0,451.9305556,0,0,0,545.1111111,0,0,0,0,905.6527778,0,0,0,0,180.5138889,0,0,0,0,0,0,0,0,0,19904.78472,1225.993056,49.06944444,0,0,0,46.90972222,0,2829.944444,2777.138889,0,0,0,0,0,0,36.07638889,3285.159722,3285.159722,0,0,0,0,0,0,7108.958333,211.6875,2680.201389,0,27166.57639,0,0,16.54166667,0,0,0,0,0,0,1.958333333,0,2.201388889,0,0,78.20833333,336.4722222,0,0,0,0,345.8888889,537.0416667
52,LA1777,1670.741433,32.61682243,1380.859813,220.529595,3.629283489,1587.174455,8601.448598,18.77570093,0,0,0,626.364486,2426.140187,0,2.953271028,84.73520249,27.5482866,0,7.323987539,0,0,67.29595016,0,0,417.3520249,0,2.242990654,0,0,335.623053,0,0,33307.23364,0,0,252.3707165,3641.517134,24381.25234,318.8317757,0,14.34267913,0,222.0903427,45.70093458,0,126.4205607,5953.641745,22.46728972,0.068535826,0.068535826,2507.523364,55.51090343,107.0716511,0,0,0,0,583.2461059,0,1218.380062,0,44.71962617,1.548286604,0,0,0,23.09657321,0,0,38.77570093,203.4454829,0,224.7383178,31.74454829,0,0,0,0,0,0,0,1.224299065,1.056074766
93,LA1777,1409.705882,86.72058824,1914.294118,459.2426471,5.595588235,2854.875,14421.07353,19.26470588,0,0,0,613.2279412,5183.040441,0,0,24.40073529,32.44485294,0,13.47058824,0,0,252.0808824,0,228.7647059,727.1433824,0,0,0,0,434.0625,4.077205882,22.49264706,35329.5625,0.930147059,0,60.46691176,0,27398.25368,365.7573529,0,0,0,169.1544118,196.9926471,0,301.9558824,9648.025735,10.79411765,0,0,4463.275735,21.36029412,39.5,6.077205882,54.08455882,6.077205882,0,1623.279412,0,4306.088235,30.90441176,2.275735294,2.275735294,0.408088235,0,0,4.433823529,0,9.470588235,10.02941176,42.74632353,0,62.97058824,11.5625,0,0,0,0,0,0,0,0,0
94,LA1777,2788.810945,151.4577114,1900.791045,172.7761194,0,2482.308458,11071.43781,3.980099502,0,0,0,938.119403,4101.149254,0,0,96.87562189,56.78606965,0,8.144278607,0,0,61.2039801,0,36.10447761,153.3930348,0,0,0,0,389.3383085,0,0,40574.78607,0,0,378.199005,6953.014925,0,1075.20398,0,0,0,294.1691542,0,0,0,4503.532338,0,1.059701493,1.059701493,4579.512438,52.44776119,158.1940299,17.06467662,0,17.06467662,1.228855721,259.6268657,0,2763.373134,17.08955224,17.71641791,5.054726368,0,0,0,10.40298507,0,8.756218905,41,112.7064677,0,139.0248756,31.45273632,0,0,0,0,0,0,0,0.273631841,1.323383085
135,LA1777,948.5862069,25.82327586,1336.810345,129.3103448,0,984.5043103,0,6.224137931,0,0,0,267.1077586,4370.396552,0,0,26.13793103,12.38793103,0,0,0,0,46.89655172,0,44.40948276,112.4568966,0,0,0,0,138.1206897,0,0,18137.69828,0,0,0,1625.887931,21954.27586,132.9094828,0,3.568965517,0,106.3405172,6.586206897,0,0,5793.051724,1.590517241,2.439655172,2.439655172,618.6939655,0,0,0,0,0,0,290.8663793,0,653.987069,26.85775862,0,0,0,0,0,0,1.146551724,1.245689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,LA1777,2727.577465,53.44366197,2127.830986,154.6056338,0,649.5985915,0,24.20422535,0,0,0,672.6971831,5556.478873,0,0,68.63380282,79.6056338,0,0,0,0,19.85915493,0,0,155.9577465,0,0,0,0,206.7253521,6.633802817,0,41444.83803,0,0,0,3386.514085,40736.38028,549.4295775,3.007042254,3.007042254,0,340.9788732,112.6126761,0,0,12738.27465,0,5.690140845,5.690140845,5546.802817,0,0,0,0,0,0,579.1267606,0,4010.528169,26.45070423,0,0,0,0,0,0,3.049295775,4.394366197,0,5.690140845,0,5.690140845,0,0,0,0,0,0,0,0,0,0
53,LA1840,0,0,0,0,0,0,8.040625,0,0,0,0,0,0,0,0,0,0,0,9.3625,0,0,9.325,0,0.865625,0,0,0,0,0,0,0,0,139.821875,0,0,121.41875,2.234375,457.80625,0,0,0,0,69.371875,69.371875,0,7.00625,323.41875,0,0,0,0,73.00625,255.453125,34.48125,99.65625,53.66875,0,0,0,0,0,53.840625,15.125,0,0,83.19375,36.89375,0,0.309375,51.25625,156.75,0,169.903125,38.3625,0,0,0,0,0,0,0,1.453125,0.109375
54,LA1840,0,0,0,0,0,0,7.135714286,0,0,0,0,0,0,0,0,0,0,0,2.846428571,0,0,3.492857143,0,0.389285714,0,0,0,0,0,0,0,0,91.46071429,0,0,117.7214286,0,387.8892857,0,0,0,0,61.6,61.6,0,31.43928571,294.5392857,0,0,0,4.992857143,46.80357143,168.1857143,12.225,29.51428571,12.225,0,0,0,0,0,43.11071429,5.367857143,0,0,95.26785714,29.11428571,0,0,58.65357143,225.1535714,0,193.1964286,20.075,0,0,0,0,0,0,0,0,0.485714286
95,LA1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.87195122,0,0,33.4695122,0,73.36585366,0,0,0,0,12.73780488,17.48780488,0,0,40.98170732,0,0,0,0,13.84756098,15.87804878,6.445121951,0.725609756,6.445121951,0,0,0,0,10.3597561,0,0,0,0,20.75,14.61585366,3.835365854,7.682926829,20.42682927,106.652439,0,88.31097561,20.42682927,0,0,0,0,0,0,0,1.103658537,0
96,LA1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.974522293,0,0,0,0,22.8343949,0,0,0,0,0,0,0,0,291.1719745,0,0,624.0254777,0,2386.089172,0,0,0,0,440.4713376,295.433121,0,72.49044586,1318.872611,0,0,0,0,323.6751592,1584.834395,163.4649682,508.3821656,163.4649682,0,7.52866242,0,0,6.318471338,121.3184713,64.58598726,0,0,146.8789809,56.01273885,4.815286624,2.401273885,188.5732484,901.0254777,0,948.2993631,82.05732484,0,0,0,0,0,0,0,0,0
137,LA1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.03952569,0,0,0,0,3.830039526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150197628,2.268774704,0,0.679841897,0,0,0,0,0,0,0,0,0,0,0,0
138,LA1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.531034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.544827586,0,2.537931034,0,2.406896552,0,0,0,0,0,0,0,0,0,0,0,0
55,LA1954,0,0,0,0,14.12643678,0,12.36781609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.936781609,0,1.735632184,0,0,0,0,0,0,0,10.47701149,189.2988506,0,0,321.6264368,0,1183.344828,4.5,37.63218391,25.53448276,0,165.7298851,147.4022989,0,50.5,425.0517241,8.264367816,8.137931034,8.137931034,0,77.14367816,189.1954023,37.96551724,0,37.96551724,45.46551724,0,0,0,335.0114943,70.5,1.316091954,0,0,171.2413793,86.14367816,0,0,71.13793103,246.8850575,0,279.4655172,21.48850575,0,0,0,0,0,0,0,1.609195402,1.764367816
56,LA1954,0,0,0,0,0,0,14.08241758,0,0,0,0,0,3.478021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587912088,146.9725275,0,0,95.32967033,7.576923077,356.9725275,0,12.15934066,12.15934066,0,28.68131868,42.67032967,0,27.45604396,122.6593407,0,0,0,0,24.79120879,44.93956044,6.884615385,22.56593407,6.884615385,13.18681319,0,13.52747253,40.6043956,110.956044,18.32417582,0.868131868,0,0,67.62087912,47.84615385,0,0,30.54945055,131.6758242,0,158.9615385,9.318681319,0,0,0,0,0,0,0,1.027472527,1.39010989
97,LA1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66923077,0,0,0,0,19.97692308,0,0,0,0,0,0,0,0,135.6076923,0,0,326.6538462,0,984.2230769,0,0,0,0,179.3076923,168.6538462,0,0,564.4384615,0,0,0,0,223.9538462,878.7153846,77.51538462,251.6769231,77.51538462,0,0,0,0,7.084615385,197.2153846,63.43846154,0,0,62.75384615,28.97692308,0.484615385,0.576923077,192.3461538,781.3,0,847.5384615,144.9692308,0,0,0,0,0,0,0,3.984615385,3.984615385
98,LA1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.78472222,0,0,93.88194444,0,303.0902778,0,0,0,0,63.50694444,34.78472222,0,21.66666667,171.7152778,0,0,0,0,62.77083333,144.8819444,11.13194444,0,11.13194444,0,0,0,0,0,32.97916667,0,0,0,22.25694444,10.17361111,0.006944444,5.576388889,62.40277778,194.6805556,0,162.8055556,48.44444444,0,0,0,0,0,0,0,0,0
139,LA1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,LA1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45652174,2.782608696,0,0,0,0,0,0,0,0,0,0,0,0,6.891304348,6.891304348
57,LA2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.22142857,0,0,38.34285714,0,82.65,0,4.928571429,4.928571429,0,17.56428571,14.55,0,0,91.48571429,3.728571429,11.70714286,11.70714286,0,15.56428571,17.42142857,3.735714286,0,3.735714286,43.28571429,0,29.02142857,0,197.3785714,0,0,0,0,33.14285714,14.13571429,0,3.042857143,10.33571429,65.13571429,0,70.73571429,10.33571429,0,0,0,0,0,3.1,0,8.271428571,1.6
58,LA2133,0,0,0,0,0,0,1.847826087,0,0,0,0,0,0,0,0,0,0,0,7.460869565,0,0,0,0,9.2,0,0,0,0,0,0,0,0,83.2826087,0,0,228.2782609,0,718.3521739,0,0,0,0,91.14347826,87.37826087,0,12.4173913,552.2956522,1.060869565,0,0,0,74.7,289.7391304,33.39130435,83.13478261,38.77391304,0,0,0,0,62.59130435,66.33043478,10.4826087,0,0,131.8869565,30.82173913,0.752173913,4.726086957,68.9,221.6347826,0,259.4565217,45.5173913,0,0,0,0,0,0,0,3.02173913,3.382608696
99,LA2133,0,0,0,0,0,0,8.118644068,0,0,0,0,0,0,0,0,0,0,0,4.813559322,0,0,0,0,3.02259887,0,3.316384181,0,0,0,0,4.548022599,0,112.5819209,0,0,81.25423729,3.056497175,288.6214689,0,0,0,0,51.17514124,51.17514124,0,0,158.8870056,0,7.694915254,7.694915254,0,70.16949153,216.2655367,22.66101695,0,22.66101695,0,0,4.463276836,0,13.76271186,59.60451977,20.09039548,0,0,26.52542373,9.310734463,0,1.858757062,23,169.0621469,0,222.3389831,16.8700565,0,0,0,11.92655367,0,0,0,0,2.327683616
100,LA2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87654321,0,0,0,0,6.99382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.814814815,0,0,0,0,0,0,0.086419753,4.203703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,LA2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,LA2133,0,0,0,0,0,0,0,0,0,0,0,0,6.198529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.264705882,0,0,0,0,0,0,0,4.242647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
